Runtime,Comparisons,Swaps
Unsorted
30844,1536343,759758
27358,1536343,759758
23553,1536343,759758
25989,1536343,759758
32874,1536343,759758
40043,1536343,759758
29473,1536343,759758
31471,1536343,759758
28712,1536343,759758
31624,1536343,759758
Sorted
30753,853904,0
17552,853904,0
16550,853904,0
16021,853904,0
17190,853904,0
16940,853904,0
16704,853904,0
16008,853904,0
16775,853904,0
17254,853904,0
