Runtime,Comparisons,Swaps
Unsorted
73095,24906215,9989
81770,24906215,9989
65858,24906215,9989
63791,24906215,9989
77429,24906215,9989
93128,24906215,9989
68019,24906215,9989
112325,24906215,9989
108395,24906215,9989
94437,24906215,9989
Sorted
46,9999,0
46,9999,0
47,9999,0
48,9999,0
50,9999,0
52,9999,0
46,9999,0
45,9999,0
46,9999,0
47,9999,0
