Runtime,Comparisons,Swaps
Unsorted
183,8717,4333
158,8717,4333
163,8717,4333
166,8717,4333
182,8717,4333
160,8717,4333
159,8717,4333
157,8717,4333
159,8717,4333
158,8717,4333
Sorted
120,5044,0
110,5044,0
111,5044,0
106,5044,0
104,5044,0
106,5044,0
111,5044,0
112,5044,0
114,5044,0
113,5044,0
