Runtime,Comparisons,Swaps
Unsorted
366283,99980001,24896225
367145,99980001,24896225
439242,99980001,24896225
406780,99980001,24896225
359828,99980001,24896225
382642,99980001,24896225
349715,99980001,24896225
381449,99980001,24896225
454405,99980001,24896225
342425,99980001,24896225
Sorted
276596,99980001,0
276777,99980001,0
352107,99980001,0
274587,99980001,0
284882,99980001,0
302900,99980001,0
301474,99980001,0
302865,99980001,0
264630,99980001,0
299605,99980001,0
