Runtime,Comparisons,Swaps
Unsorted
1898,120409,59108
1839,120409,59108
2307,120409,59108
2177,120409,59108
1835,120409,59108
1805,120409,59108
1682,120409,59108
1648,120409,59108
1661,120409,59108
1658,120409,59108
Sorted
961,69008,0
980,69008,0
981,69008,0
972,69008,0
965,69008,0
967,69008,0
972,69008,0
966,69008,0
966,69008,0
992,69008,0
